Id,Brand_Name,Generic_Name,Is_Opioid
4459,Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir,
4460,Ultomiris,Ravulizumab-Cwvz,
4461,Veklury,Remdesivir,
4462,Viroptic,Trifluridine,
4463,Topcare Ultra Comfort,"Syringe & Needle,insulin,1 Ml",
4464,Desvenlafaxine Fumarate Er,Desvenlafaxine Fumarate,
4465,Triesence,Triamcinolone Acetonide/Pf,
4466,Methergine,Methylergonovine Maleate,
4467,Lincomycin Hcl,Lincomycin Hcl,
4468,Ragwitek,Weed Pollen-Short Ragweed,
4469,Multigen Folic,Iron Aspgly/C/B12/Fa/Ca-Th/Suc,
4470,Bactrim,Sulfamethoxazole/Trimethoprim,
4471,Fosphenytoin Sodium,Fosphenytoin Sodium,
4472,Setlakin,Levonorgestrel/Ethin.Estradiol,
4473,Topotecan Hcl,Topotecan Hcl,
4474,Dermacinrx Prenatryl,Prenatal Vit No.170/Iron/Folic,
4475,Cyklokapron,Tranexamic Acid,
4476,Precision,"Syringe-Needle,insulin,0.5 Ml",
4477,Clindacin Etz,Clindamycin Phosphate,
4478,Citranatal Assure,Pnv38/Iron Cbn&gluc/Fa/Dss/Dha,
4479,Preque 10,"Pnv 18/Fe,carb/Fa/Dss/Ubi/Dha",
4480,Synalar,Fluocinolone Acetonide,
4481,Galzin,Zinc Acetate,
4482,Dyanavel Xr,Amphetamine,
4483,Hemocyte Plus,"Iron Fum/Folic Acid/Mv,min 15",
4484,Ethacrynate Sodium,Ethacrynate Sodium,
4485,Curity Amd,Polyhexam Biguan/Gauze Bandage,
4486,Parsabiv,Etelcalcetide Hydrochloride,
4487,Venofer,Iron Sucrose Complex,
4488,Silver Nitrate,Silver Nitrate,
4489,Pitressin,Vasopressin,
4490,Zamicet,Hydrocodone/Acetaminophen,true
4491,Calcium Folinate,Leucovorin Calcium,
4492,Lopressor Hct,Metoprolol/Hydrochlorothiazide,
4493,Aimsco Mini Ultra-Thin Ii,"Needles, Insulin Disposable",
4494,Glucopro,"Syring W-Ndl,disp,insul,0.3 Ml",
4495,Dianeal With 1.5% Dextrose,Perit. Dialysis No.6-1.5 % Dex,
4496,Complete Natal Dha,Pnv Cmb 52/Iron/Fa/Omega-3/Dha,
4497,Insulin Syringe,"Syring W-O Ndl,disp,insul, 1ml",
4498,Zometa,Zoledronic Acid/Mannitol&water,
4499,Emla,Lidocaine/Prilocaine,
4500,Pitocin,Oxytocin,
4501,Beleodaq,Belinostat,
4502,Vital-D Rx,B Cmplx 4/Vit D3/C/Folic/Zinc,
4503,Easy Glide Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",
4504,Epsolay,Benzoyl Peroxide,
4505,Gildess 24 Fe,Norethindrone-E.Estradiol-Iron,
4506,Specialty Use Needles,"Needles, Disposable",
4507,Prenate Elite,Prenatal 114/Iron Asp Gly/Fa 1,
4508,Novopen Echo,Insulin Admin. Supplies,
4509,Tlando,Testosterone Undecanoate,
4510,Brevicon,Norethindrone-Ethinyl Estrad,
4511,Endodan,Oxycodone Hcl/Aspirin,true
4512,Oxytocin,Oxytocin,
4513,Easy Comfort Insulin Syringe,"Syring W-Ndl,disp,insul,0.5ml",
4514,Parlodel,Bromocriptine Mesylate,
4515,Ultiva,Remifentanil Hcl,
4516,Methylin,Methylphenidate Hcl,
4517,Tri-Mili,Norgestimate-Ethinyl Estradiol,
4518,Lidorx,Lidocaine Hcl,
4519,Dologesic,Acetaminophen/Phenyltolx Cit,
4520,Citranatal Rx,Prenatal81/Iron/Folic/Docusate,
4521,Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,
4522,Thyrolar-1/2,Liotrix,
4523,Tobramycin Sulfate In Ns,Tobramycin/Sodium Chloride,
4524,Ciclopirox,Ciclopirox/Ure/Camph/Menth/Euc,
4525,Bleomycin Sulfate,Bleomycin Sulfate,
4526,Dacarbazine,Dacarbazine,
4527,Easy Glide Insulin Syringe,"Syringe And Needle,insulin,1ml",
4528,Prenate Enhance,Prenatal Vit #68/Iron/Fa#6/Dha,
4529,Prenate Am,Prenatal Vit No.114/Fa/Ginger,
4530,Topcare Ultra Comfort,"Syringe-Needle,insulin,0.5 Ml",
4531,Symjepi,Epinephrine,
4532,Krintafel,Tafenoquine Succinate,
4533,Tretin-X,Tretinoin,
4534,Propecia,Finasteride,
4535,Gvoke Syringe,Glucagon,
4536,Gloperba,Colchicine,
4537,Limbrel,Baicalin/Catechin,
4538,Dopamine Hcl In 5% Dextrose,Dopamine Hcl In Dextrose 5 %,
4539,Oxycodone Hcl,Oxycodone Hcl,true
4540,Tamsulosin Hcl,Tamsulosin Hcl,
4541,Victoza 2-Pak,Liraglutide,
4542,Hydrochlorothiazide,Hydrochlorothiazide,
4543,Alprazolam,Alprazolam,
4544,Amiodarone Hcl,Amiodarone Hcl,
4545,Baclofen,Baclofen,
4546,Lantus,"Insulin Glargine,hum.Rec.Anlog",
4547,Nexium,Esomeprazole Magnesium,
4548,Polyethylene Glycol 3350,Polyethylene Glycol 3350,
4549,Ciclopirox,Ciclopirox,
4550,Ketoconazole,Ketoconazole,
4551,Mirtazapine,Mirtazapine,
4552,Lidoderm,Lidocaine,
4553,Oxycodone-Acetaminophen,Oxycodone Hcl/Acetaminophen,true
4554,Oxycontin,Oxycodone Hcl,true
4555,Rizatriptan,Rizatriptan Benzoate,
4556,Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",
4557,Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,
4558,Coreg Cr,Carvedilol Phosphate,
4559,Edarbi,Azilsartan Medoxomil,
4560,Pioglitazone Hcl,Pioglitazone Hcl,
4561,Terazosin Hcl,Terazosin Hcl,
4562,Tradjenta,Linagliptin,
4563,Hydralazine Hcl,Hydralazine Hcl,
4564,Sumatriptan Succinate,Sumatriptan Succinate,
4565,Venlafaxine Hcl,Venlafaxine Hcl,
4566,Lovaza,Omega-3 Acid Ethyl Esters,
4567,Betaseron,Interferon Beta-1b,
4568,Candesartan Cilexetil,Candesartan Cilexetil,
4569,Cartia Xt,Diltiazem Hcl,
4570,Combigan,Brimonidine Tartrate/Timolol,
4571,Diltiazem Hcl,Diltiazem Hcl,
4572,Divalproex Sodium,Divalproex Sodium,
4573,Gentamicin Sulfate,Gentamicin Sulfate,
4574,Prednisolone Acetate,Prednisolone Acetate,
4575,Tamoxifen Citrate,Tamoxifen Citrate,
4576,Imipramine Hcl,Imipramine Hcl,
4577,Onglyza,Saxagliptin Hcl,
4578,K-Tab Er,Potassium Chloride,
4579,Glycopyrrolate,Glycopyrrolate,
4580,Lamotrigine,Lamotrigine,
4581,Lithium Carbonate,Lithium Carbonate,
4582,Valacyclovir,Valacyclovir Hcl,
4583,Calcium Acetate,Calcium Acetate,
4584,Nitroglycerin Patch,Nitroglycerin,
4585,Insulin Syringe,"Syring W-Ndl,disp,insul,0.3ml",
4586,Dexamethasone,Dexamethasone,
4587,Folic Acid,Folic Acid,
4588,Proventil Hfa,Albuterol Sulfate,
4589,Vivelle-Dot,Estradiol,
4590,Bethanechol Chloride,Bethanechol Chloride,
4591,Trospium Chloride Er,Trospium Chloride,
4592,Tarka,Trandolapril/Verapamil Hcl,
4593,Naftin,Naftifine Hcl,
4594,Alz-Nac,Acetyl/Methyl-B12/Lmefolate Ca,
4595,Klor-Con,Potassium Chloride,
4596,Metafolbic Plus,Acetyl/Methyl-B12/Lmefolate Ca,
4597,Astepro,Azelastine Hcl,
4598,Klor-Con 8,Potassium Chloride,
4599,Lotronex,Alosetron Hcl,
4600,Methyldopa,Methyldopa,
4601,Tolterodine Tartrate,Tolterodine Tartrate,
4602,Dronabinol,Dronabinol,
4603,Silenor,Doxepin Hcl,
4604,Estropipate,Estropipate,
4605,Savella,Milnacipran Hcl,
4606,Xopenex Hfa,Levalbuterol Tartrate,
4607,Avalide,Irbesartan/Hydrochlorothiazide,
4608,Sps,Sodium Polystyrene Sulfonate,
4609,Carbamazepine Xr,Carbamazepine,
4610,Abacavir,Abacavir Sulfate,
4611,Dapsone,Dapsone,
4612,Betamethasone Dipropionate,Betamethasone/Propylene Glyc,
4613,Propafenone Hcl,Propafenone Hcl,
4614,Patanol,Olopatadine Hcl,
4615,Arimidex,Anastrozole,
4616,Ms Contin,Morphine Sulfate,true
4617,Comtan,Entacapone,
4618,Flutamide,Flutamide,
4619,Olanzapine Odt,Olanzapine,
4620,Trimethoprim,Trimethoprim,
4621,Leflunomide,Leflunomide,
4622,Se-Tan Dha,Pnv No10/Iron Fum&p/Fa/Omega-3,
4623,Lidocaine Hcl Viscous,Lidocaine Hcl,
4624,Buprenorphine Hcl,Buprenorphine Hcl,true
4625,Buprenorphine-Naloxone,Buprenorphine Hcl/Naloxone Hcl,
4626,Carbamazepine Er,Carbamazepine,
4627,Triazolam,Triazolam,
4628,Captopril-Hydrochlorothiazide,Captopril/Hydrochlorothiazide,
4629,Topamax,Topiramate,
4630,Alfuzosin Hcl,Alfuzosin Hcl,
4631,Flavoxate Hcl,Flavoxate Hcl,
4632,Inderal La,Propranolol Hcl,
4633,Disopyramide Phosphate,Disopyramide Phosphate,
4634,Adapalene,Adapalene,
4635,Sure Comfort,"Syring W-Ndl,disp,insul,0.5ml",
4636,Humalog Mix 50-50,Insulin Npl/Insulin Lispro,
4637,Prandimet,Repaglinide/Metformin Hcl,
4638,Solaraze,Diclofenac Sodium,
4639,Zovirax,Acyclovir,
4640,Adderall Xr,Dextroamphetamine/Amphetamine,
4641,Effexor Xr,Venlafaxine Hcl,
4642,Strattera,Atomoxetine Hcl,
4643,Depo-Estradiol,Estradiol Cypionate,
4644,Moexipril-Hydrochlorothiazide,Moexipril/Hydrochlorothiazide,
4645,Xyzal,Levocetirizine Dihydrochloride,
4646,Focalin Xr,Dexmethylphenidate Hcl,
4647,Propylthiouracil,Propylthiouracil,
4648,Unithroid,Levothyroxine Sodium,
4649,Nicardipine Hcl,Nicardipine Hcl,
4650,Methazolamide,Methazolamide,
4651,Niacor,Niacin,
4652,Xyrem,Sodium Oxybate,
4653,Cevimeline Hcl,Cevimeline Hcl,
4654,Alora,Estradiol,
4655,Tranylcypromine Sulfate,Tranylcypromine Sulfate,
4656,Cefadroxil,Cefadroxil Hydrate,
4657,Dantrolene Sodium,Dantrolene Sodium,
4658,Roxicet,Oxycodone Hcl/Acetaminophen,true
4659,Fazaclo,Clozapine,
4660,Alcohol Pads,Alcohol Antiseptic Pads,
4661,Carboplatin,Carboplatin,
4662,Paclitaxel,Paclitaxel,
4663,Xgeva,Denosumab,
4664,Gentak,Gentamicin Sulfate,
4665,Percocet,Oxycodone Hcl/Acetaminophen,true
4666,Bromday,Bromfenac Sodium,
4667,Amoxapine,Amoxapine,
4668,Safetyglide Insulin Syringe,"Syring W-Ndl,disp,insul,0.3ml",
4669,Azulfidine,Sulfasalazine,
4670,Orap,Pimozide,
4671,Tri-Previfem,Norgestimate-Ethinyl Estradiol,
4672,Ilevro,Nepafenac,
4673,Pen Needle,"Pen Needle, Diabetic, Safety",
4674,Ethosuximide,Ethosuximide,
4675,Catapres-Tts 1,Clonidine,
4676,Besivance,Besifloxacin Hcl,
4677,Paregoric,Paregoric,
4678,Previfem,Norgestimate-Ethinyl Estradiol,
4679,Vancomycin,"Vancomycin In Dextrose,iso-Osm",
4680,Estring,Estradiol,
4681,Simbrinza,Brinzolamide/Brimonid Tart,
4682,Canasa,Mesalamine,
4683,Miacalcin,"Calcitonin,salmon,synthetic",
4684,Afeditab Cr,Nifedipine,
4685,Dextroamphetamine Sulfate,Dextroamphetamine Sulfate,
4686,Fml Forte,Fluorometholone,
4687,Prograf,Tacrolimus,
4688,Cardura Xl,Doxazosin Mesylate,
4689,Ultram,Tramadol Hcl,true
4690,Flurbiprofen Sodium,Flurbiprofen Sodium,
4691,Tri-Sprintec,Norgestimate-Ethinyl Estradiol,
4692,Climara,Estradiol,
4693,Campral,Acamprosate Calcium,
4694,Jinteli,Norethind Ac/Ethinyl Estradiol,
4695,Cefepime Hcl,Cefepime Hcl,
4696,Cryselle,Norgestrel-Ethinyl Estradiol,
4697,Atropine Sulfate,Atropine Sulfate,
4698,Zoloft,Sertraline Hcl,
4699,Vimovo,Naproxen/Esomeprazole Mag,
4700,Vectical,Calcitriol,
4701,Cyclosporine Modified,"Cyclosporine, Modified",
4702,Falmina,Levonorgestrel-Eth Estradiol,
4703,Norpramin,Desipramine Hcl,
4704,E.E.S. 200,Erythromycin Ethylsuccinate,
4705,Stalevo 125,Carbidopa/Levodopa/Entacapone,
4706,Osmoprep,"Naphos M-B M-H/Na Phos,di-Ba",
4707,Suprax,Cefixime,
4708,Stromectol,Ivermectin,
4709,Celontin,Methsuximide,
4710,Hydrocortisone Butyrate,Hydrocortisone Butyrate,
4711,Isordil,Isosorbide Dinitrate,
4712,Tigan,Trimethobenzamide Hcl,
4713,Anaspaz,Hyoscyamine Sulfate,
4714,Prostigmin,Neostigmine Bromide,
4715,Hematinic Plus,Iron/Fa/Vitamin B Comp W-C/Min,
4716,Triphrocaps,Folic Acid/Vitamin B Comp W-C,
4717,Nafcillin Sodium,Nafcillin Sodium,
4718,Bacmin,"Multivit, Min Cmb#20/Iron/Fa",
4719,Dibenzyline,Phenoxybenzamine Hcl,
4720,Felbamate,Felbamate,
4721,Moxeza,Moxifloxacin Hcl,
4722,Nifedipine,Nifedipine,
4723,Mysoline,Primidone,
4724,Mesalamine,Mesalamine,
4725,Chlorothiazide,Chlorothiazide,
4726,Errin,Norethindrone,
4727,Locoid Lipocream,Hydrocortisone Butyrate/Emoll,
4728,Treanda,Bendamustine Hcl,
4729,Genotropin,Somatropin,
4730,Phoslyra,Calcium Acetate,
4731,Prevident 5000 Plus,Sodium Fluoride,
4732,Peganone,Ethotoin,
4733,Paxil Cr,Paroxetine Hcl,
4734,Zyprexa Relprevv,Olanzapine Pamoate,
4735,Valium,Diazepam,
4736,Prevpac,Lansoprazole/Amoxiciln/Clarith,
4737,Suclear,"Peg 3350-Bowel 2,two Part Prep",
4738,Lipofen,Fenofibrate,
4739,Accolate,Zafirlukast,
4740,Tranexamic Acid,Tranexamic Acid,
4741,Urocit-K,Potassium Citrate,
4742,Semprex-D,Pseudoephedrine Hcl/Acrivas,
4743,Erythromycin Ethylsuccinate,Erythromycin Ethylsuccinate,
4744,Wellbutrin Sr,Bupropion Hcl,
4745,Advocate Pen Needles,"Needles, Insulin Disposable",
4746,Pyrazinamide,Pyrazinamide,
4747,Progesterone In Oil,Progesterone,
4748,Staxyn,Vardenafil Hcl,
4749,Travoprost,Travoprost (Benzalkonium),
4750,Phospholine Iodide,Echothiophate Iodide,
4751,Viorele,Desog-E.Estradiol/E.Estradiol,
4752,Nitrofurantoin,Nitrofurantoin,
4753,Derma-Smoothe-Fs,Fluocinolone/Shower Cap,
4754,Polymyxin B Sulfate,Polymyxin B Sulfate,
4755,Demerol,Meperidine Hcl/Pf,true
4756,Verelan Pm,Verapamil Hcl,
4757,Amrix,Cyclobenzaprine Hcl,
4758,Xopenex,Levalbuterol Hcl,
4759,Emoquette,Desogestrel-Ethinyl Estradiol,
4760,Noroxin,Norfloxacin,
4761,Humatrope,Somatropin,
4762,Philith,Norethindrone-Ethinyl Estrad,
4763,Comfort Ez,"Needles, Insulin Disposable",
4764,Ultilet Insulin Syringe,"Syring W-Ndl,disp,insul,0.5ml",
4765,Prodigy Pen Needle,"Needles, Insulin Disposable",
4766,Hizentra,"Immune Globulin,gamma(Igg)",
4767,Blephamide S.O.P.,Sulfacetm Na/Prednisol Ac,
4768,Zenchent Fe,Noreth-Ethinyl Estradiol/Iron,
4769,Sure-Ject Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
4770,Viokace,Lipase/Protease/Amylase,
4771,Eryped 400,Erythromycin Ethylsuccinate,
4772,Granisetron Hcl,Granisetron Hcl,
4773,Vital-D Rx,B Cmplx 4/Vit D3/C/Fa/Zinc Ox,
4774,Tetanus Diphtheria Toxoids,"Tetanus & Diphtheria Tox,adult",
4775,Zaroxolyn,Metolazone,
4776,Maxalt,Rizatriptan Benzoate,
4777,Xalkori,Crizotinib,
4778,Unifine Pentips Plus,"Pen Needle, Diabetic,disp Unit",
4779,Iferex 150 Forte,Iron Ps Cmplx/Vit B12/Fa,
4780,Fe C,"Iron,carbonyl/Vit C/Vit B12/Fa",
4781,Ultilet Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
4782,Streptomycin Sulfate,Streptomycin Sulfate,
4783,Topicort,Desoximetasone,
4784,Prilosec,Omeprazole Magnesium,
4785,Marcaine,Bupivacaine Hcl,
4786,Unifine Pentips Plus,"Needles, Insulin Disposable",
4787,Ultra-Thin Ii,"Syring W-Ndl,disp,insul,0.3ml",
4788,Acamprosate Calcium,Acamprosate Calcium,
4789,L-Mefolate-Pyridox-Mecobalamin,Methyl-B12/L-Mefolate/B6 Phos,
4790,Lo Loestrin Fe,Noreth A-Et Estra/Fe Fumarate,
4791,Restoril,Temazepam,
4792,Umecta,Urea,
4793,Ancobon,Flucytosine,
4794,Avelox Iv,Moxifloxacin In Nacl (Iso-Osm),
4795,Testred,Methyltestosterone,
4796,Parcopa,Carbidopa/Levodopa,
4797,Lacrisert,Hydroxypropyl Cellulose,
4798,Imdur,Isosorbide Mononitrate,
4799,Ciprofloxacin-D5w,Ciprofloxacin Lactate/D5w,
4800,Methylergonovine Maleate,Methylergonovine Maleate,
4801,Daytrana,Methylphenidate,
4802,Acetaminoph-Caff-Dihydrocodein,Dhcodeine Bt/Acetaminophn/Caff,true
4803,Vicoprofen,Hydrocodone/Ibuprofen,true
4804,Trusopt,Dorzolamide Hcl,
4805,Abelcet,Amphotericin B Lipid Complex,
4806,Marinol,Dronabinol,
4807,Altoprev,Lovastatin,
4808,Vistaril,Hydroxyzine Pamoate,
4809,Solu-Medrol,Methylprednisolone Sod Succ,
4810,Neomycin-Bacitracin-Polymyxin,Neomy Sulf/Bacitra/Polymyxin B,
4811,Comfort Ez,"Syring W-Ndl,disp,insul,0.5ml",
4812,Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,
4813,Valsartan,Valsartan,
4814,Raloxifene Hcl,Raloxifene Hcl,
4815,Simbrinza,Brinzolamide/Brimonidine Tart,
4816,Opsumit,Macitentan,
4817,Gildess,Norethindrone Ac-Eth Estradiol,
4818,Trueplus Insulin Syringe,"Syring W-Ndl,disp,insul,0.5 Ml",
4819,Brintellix,Vortioxetine Hydrobromide,
4820,Ulticare,"Syring W-Ndl,disp,insul,0.5 Ml",
4821,Amlodipine-Valsartan,Amlodipine/Valsartan,
4822,Humulin N Kwikpen,Insulin Nph Human Isophane,
4823,Cardizem,Diltiazem Hcl,
4824,Velphoro,Sucroferric Oxyhydroxide,
4825,Fiorinal,Butalbital/Aspirin/Caffeine,
4826,Clarinex-D 12 Hour,Desloratadine/Pseudoephedrine,
4827,Easy Comfort Insulin Syringe,"Syring W-Ndl,disp,insul,0.5 Ml",
4828,Magellan Insulin Syringe,"Syringe,needle,insuln,sf 0.5ml",
4829,Rimso-50,Dimethyl Sulfoxide,
4830,Risedronate Sodium,Risedronate Sodium,
4831,Np Thyroid,"Thyroid,pork",
4832,Malathion,Malathion,
4833,Larin Fe,Norethindrone-E.Estradiol-Iron,
4834,Unasyn,Ampicillin Sodium/Sulbactam Na,
4835,Safyral,Drospir/Eth Estra/Levomefol Ca,
4836,Videx Ec,Didanosine,
4837,Metozolv Odt,Metoclopramide Hcl,
4838,Tyvaso,Treprostinil/Neb Accessories,
4839,Prevident 5000 Enamel Protect,Sodium Fluoride/Potassium Nit,
4840,Haloperidol,Haloperidol Lactate,
4841,Fortaz,Ceftazidime,
4842,Myambutol,Ethambutol Hcl,
4843,Cloderm,Clocortolone Pivalate,
4844,Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith,
4845,Vol-Nate,Prenatal Vit No.73/Iron/Fa,
4846,Loestrin 24 Fe,Norethindrone-E.Estradiol-Iron,
4847,Relagesic,Acetaminophen/Phenyltolx,
4848,Cortisporin,Neomycin/Bacitra/Polymyxin/Hc,
4849,Lupron Depot-Ped,Leuprolide Acetate,
4850,Ciprofloxacin Er,Ciprofloxacin/Ciprofloxa Hcl,
4851,Androxy,Fluoxymesterone,
4852,Videx,Didanosine,
4853,Hydrocodone-Chlorpheniramne Er,Hydrocodone/Chlorphen P-Stirex,
4854,Epinephrine,Epinephrine,
4855,Cortisporin,Neomycin/Polymyxin B Sulf/Hc,
4856,Bd Ultra-Fine Pen Needle,"Pen Needle, Diabetic",
4857,1st Tier Unifine Pentips,"Pen Needle, Diabetic",
4858,Humalog Kwikpen U-100,Insulin Lispro,
4859,Conzip,Tramadol Hcl,true
4860,Toujeo Solostar,"Insulin Glargine,hum.Rec.Anlog",
4861,Ropinirole Er,Ropinirole Hcl,
4862,Lamotrigine Odt,Lamotrigine,
4863,Easy Touch,"Syringe And Needle,insulin,1ml",
4864,Corlanor,Ivabradine Hcl,
4865,Stiolto Respimat,Tiotropium Br/Olodaterol Hcl,
4866,Easy-Touch Insulin Syringe,"Syringe And Needle,insulin,1ml",
4867,Opdivo,Nivolumab,
4868,Advocate Syringes,"Syring W-Ndl,disp,insul,0.5 Ml",
4869,Invega Trinza,Paliperidone Palmitate,
4870,Trandolapril-Verapamil Er,Trandolapril/Verapamil Hcl,
4871,Gammagard S-D,Immun Glob G/Gly/Gluc/Iga 0-50,
4872,Lynparza,Olaparib,
4873,Ulticare,"Syringe And Needle,insulin,1ml",
4874,Daklinza,Daclatasvir Dihydrochloride,
4875,Verelan,Verapamil Hcl,
4876,Sandostatin Lar Depot,"Octreotide Acetate,mi-Spheres",
4877,Norethin-Eth Estra Ferrous Fum,Norethindrone-E.Estradiol-Iron,
4878,Lite Touch,"Syringe And Needle,insulin,1ml",
4879,Mini Ultra-Thin Ii,"Pen Needle, Diabetic",
4880,Xigduo Xr,Dapagliflozin/Metformin Hcl,
4881,Tybost,Cobicistat,
4882,Perjeta,Pertuzumab,
4883,Engerix-B Adult,Hepatitis B Virus Vaccine/Pf,
4884,Cefepime-Dextrose,Cefepime Hcl/D5w,
4885,Cystagon,Cysteamine Bitartrate,
4886,Isopto Carpine,Pilocarpine Hcl,
4887,Soolantra,Ivermectin,
4888,Gammaplex,Immun Glob G/Sorb/Gly/Iga 0-50,
4889,Locoid,Hydrocortisone Butyrate,
4890,Remodulin,Treprostinil Sodium,
4891,K-Phos No.2,"Na Phos,m-B/K Phos,monob",
4892,Vibramycin,Doxycycline Monohydrate,
4893,Bisoprolol-Hydrochlorothiazide,Bisoprol/Hydrochlorothiazide,
4894,Trueplus Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",
4895,Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
4896,Uptravi,Selexipag,
4897,Genvoya,Elviteg/Cobi/Emtric/Tenofo Ala,
4898,Urecholine,Bethanechol Chloride,
4899,Dofetilide,Dofetilide,
4900,Azacitidine,Azacitidine,
4901,Golytely,"Peg3350/Sod Sulf,bicarb,cl/Kcl",
4902,Insulin Syringe,"Syrge-Ndl,ins 0.3 Ml Half Mark",
4903,Frovatriptan Succinate,Frovatriptan Succinate,
4904,Ceftriaxone,Ceftriaxone In Is-Osm Dextrose,
4905,Renacidin,Citric Ac/Gluconolact/Mag Carb,
4906,Potassium Phosphate,"Potassium Phos,m-Basic-D-Basic",
4907,Daptomycin,Daptomycin,
4908,Carimune Nf Nanofiltered,Immun Globg(Igg)/Sucr/Iga Ov50,
4909,Naproxen Sodium Cr,Naproxen Sodium,
4910,Dextrose 5%-1/2ns-Kcl,Potassium Chloride/D5-0.45nacl,
4911,Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,
4912,Oseltamivir Phosphate,Oseltamivir Phosphate,
4913,Dutoprol,Metoprolol Su/Hydrochlorothiaz,
4914,Qudexy Xr,Topiramate,
4915,Vol-Care Rx,Vit B Cmplx 3/Folic Ac/C/Biot,
4916,Belladonna-Opium,Opium/Belladonna Alkaloids,true
4917,Vitekta,Elvitegravir,
4918,Lite Touch,"Syringe-Needle,insulin,0.5 Ml",
4919,Urogesic-Blue,Methenam/Sod Phos/Mblue/Hyoscy,
4920,Keytruda,Pembrolizumab,
4921,Simponi Aria,Golimumab,
4922,Seconal Sodium,Secobarbital Sodium,
4923,Dextrose 5%-0.2% Nacl,Dextrose 5 %-0.2 % Sod Chlorid,
4924,Ibu,Ibuprofen,
4925,Dentagel,Fluoride (Sodium),
4926,Ultra-Fine Mini Pen Needle,"Pen Needle, Diabetic",
4927,Bidil,Isosorbide Dinit/Hydralazine,
4928,Gamastan S-D,Immune Globul G (Igg)/Glycine,
4929,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,
4930,K-Phos No.2,"Sod Phos,m-B/K Phos,monob",
4931,Pertzye,Lipase/Protease/Amylase,
4932,Cosentyx Pen,Secukinumab,
4933,Trulance,Plecanatide,
4934,Vancomycin Hcl-0.9% Nacl,Vancomycin/0.9 % Sod Chloride,
4935,Naproxen Sodium Ds,Naproxen Sodium,
4936,Nephro-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,
4937,Vol-Care Rx,Vit B Comp No.3/Folic/C/Biotin,
4938,Pro Comfort Pen Needle,"Pen Needle, Diabetic",
4939,Adzenys Xr-Odt,Amphetamine,
4940,Dextrose 5%-Ns-Kcl,Potassium Chloride/D5-0.9%nacl,
4941,Betamethasone Acetate-Sod Phos,"Betamethasone Acetate,sod Phos",
4942,Zenzedi,Dextroamphetamine Sulfate,
4943,Carisoprodol-Aspirin-Codeine,Carisoprodol/Aspirin/Codeine,true
4944,Zejula,Niraparib Tosylate,
4945,Fluticasone-Salmeterol,Fluticasone/Salmeterol,
4946,Bd Insulin Syringe Ult-Fine Ii,"Syringe And Needle,insulin,1ml",
4947,Krystexxa,Pegloticase,
4948,Clinimix E,Aa 5%/D15w/Electrolytes,
4949,Advair Hfa,Fluticasone Propion/Salmeterol,
4950,Shingrix,Varicella-Zoster Ge/As01b/Pf,
4951,Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol,
4952,Moviprep,Peg3350/Sod Sul/Nacl/Kcl/Asb/C,
4953,Metformin Er Gastric,Metformin Hcl,
4954,Veo Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
4955,Fosamprenavir Calcium,Fosamprenavir Calcium,
4956,Abiraterone Acetate,Abiraterone Acetate,
4957,Aripiprazole Odt,Aripiprazole,
4958,Enbrel Mini,Etanercept,
4959,Cotellic,Cobimetinib Fumarate,
4960,Capex Shampoo,Fluocinolone Acetonide,
4961,Ambisome,Amphotericin B Liposome,
4962,Nortrel,Norethindrone-Ethin. Estradiol,
4963,Ultracare Pen Needle,"Pen Needle, Diabetic",
4964,Motegrity,Prucalopride Succinate,
4965,Norlyda,Norethindrone,
4966,Admelog Solostar,Insulin Lispro,
4967,Retacrit,Epoetin Alfa-Epbx,
4968,Humalog Junior Kwikpen,Insulin Lispro,
4969,Qtern,Dapagliflozin/Saxagliptin Hcl,
4970,Kyprolis,Carfilzomib,
4971,Bcg (Tice Strain),Bcg Live,
4972,Orilissa,Elagolix Sodium,
4973,Euthyrox,Levothyroxine Sodium,
4974,Ajovy Autoinjector,Fremanezumab-Vfrm,
4975,Nurtec Odt,Rimegepant Sulfate,
4976,Sirturo,Bedaquiline Fumarate,
4977,Etonogestrel-Ethinyl Estradiol,Etonogestrel/Ethinyl Estradiol,
4978,Emtricitabine-Tenofovir Disop,Emtricitabine/Tenofovir (Tdf),
4979,Katerzia,Amlodipine Benzoate,
4980,Lessina,Levonorgestrel/Ethin.Estradiol,
4981,Reyvow,Lasmiditan Succinate,
4982,Estrogel,Estradiol,
